Date,Volume,EMA10,EMA50,EMA200,Open,High,Low,Close(t)
5/4/2011,4229700,268.46,268.46,268.46,267.85,269.77,266.78,268.16
5/5/2011,3991600,268.11,268.11,268.11,267.2,269.98,266.02,267.4
5/6/2011,4108000,268.04,268.04,268.04,269.34,271,267.86,267.92
5/9/2011,3893500,268.4,268.4,268.4,267.77,269.51,265.82,269.11
5/10/2011,4081700,269.47,269.47,269.47,270.27,272.49,269.04,271.6
5/11/2011,4672900,268.97,268.97,268.97,270.34,272.05,267.11,267.99
5/12/2011,2893700,268.58,268.58,268.58,267.89,268.74,265.72,267.79
5/13/2011,4213100,267.4,267.4,267.4,267.57,268.23,264.79,265.04
5/16/2011,5910400,264.76,264.76,264.76,263.42,263.9,258.46,259.47
5/17/2011,6600500,265,265,265,257.97,265.88,257.77,265.5
5/18/2011,3902400,265.06,265.06,265.06,265.04,265.43,263.11,265.17
5/19/2011,4932400,265.34,265.34,265.34,266.63,268.54,265.13,265.89
5/20/2011,4630300,264.32,264.32,264.32,266.17,266.26,261.83,262.28
5/23/2011,4595400,262.7,262.7,262.7,258.56,260.26,256.96,259.45
5/24/2011,3796200,261.59,261.59,261.59,260.45,262.24,259.33,259.39
5/25/2011,2600500,261.1,261.1,261.1,258.92,261.65,258.88,260.1
5/26/2011,4232700,260.5,260.5,260.5,259.11,261.32,257.76,259.32
5/27/2011,3488100,260.57,260.57,260.57,259.5,261.16,258.41,260.71
5/31/2011,5369200,261.97,261.97,261.97,262.76,264.79,262.01,264.77
6/1/2011,5905800,262.33,262.33,262.33,264.28,266.87,262.92,263.06
6/2/2011,4404500,262.99,262.99,262.99,264.05,265.42,261.5,264.29
6/3/2011,3493500,262.59,262.59,262.59,261.26,264.06,261.01,261.8
6/6/2011,3880300,261.99,261.99,261.99,262.03,263.67,259.88,260.79
6/7/2011,3811300,261.25,261.25,261.25,261.71,262.58,259.75,259.77
6/8/2011,3303400,260.78,260.78,260.78,258.52,260.88,258.15,259.84
6/9/2011,3374800,260.06,260.06,260.06,260.26,260.26,258.08,258.62
6/10/2011,4874900,258.38,258.38,258.38,257.3,258.6,254.9,255.01
6/13/2011,4849700,256.46,256.46,256.46,255.26,255.36,251.34,252.62
6/14/2011,4678300,255.79,255.79,255.79,254.33,257.3,253.75,254.44
6/15/2011,4142400,254.43,254.43,254.43,252.77,254.43,250.56,251.73
6/16/2011,5508400,253.1,253.1,253.1,251.66,253.54,248.58,250.44
6/17/2011,10480300,249.65,249.65,249.65,253.34,253.6,242.64,242.75
6/20/2011,6051100,247.28,247.28,247.28,242.74,243.36,239.85,242.53
6/21/2011,5525200,247.1,247.1,247.1,243.84,247.22,242.61,246.75
6/22/2011,4809300,245.98,245.98,245.98,245.97,246.42,243.61,243.75
6/23/2011,9593700,244.11,244.11,244.11,241.31,241.67,237.1,240.35
6/24/2011,7603500,241.96,241.96,241.96,240.58,240.62,236.75,237.68
6/27/2011,6882500,241.86,241.86,241.86,237.24,244.44,237.04,241.64
6/28/2011,5424700,243.59,243.59,243.59,242.25,248.35,242.25,247.07
6/29/2011,4681300,245.41,245.41,245.41,248.52,250.38,246.44,249.03
